surveillance_id,case_id,timestamp,location,report_text
SUR00156,CASE0013,2024-01-21 18:47:01,Chandigarh Market 54,Field unit observed individual recorded as 'Salman Ieyr' meeting associates near Delhi Junction 46. Possible link to ongoing case activity.
SUR00157,CASE0014,2024-04-24 12:37:12,Lucknow Colony 87,Field unit observed individual recorded as 'Kiran Singgh' meeting associates near Hyderabad Tower 10. Possible link to ongoing case activity.
SUR00158,CASE0014,2025-09-13 01:17:04,Bhopal Park 68,Field unit observed individual recorded as 'Kiran Singgh' meeting associates near Surat Hub 9. Possible link to ongoing case activity.
SUR00159,CASE0014,2025-12-28 17:32:55,Visakhapatnam Hub 123,Field unit observed individual recorded as 'Kiran Singgh' meeting associates near Guwahati Plaza 152. Possible link to ongoing case activity.
SUR00160,CASE0014,2025-09-27 19:24:39,Ranchi Colony 90,Field unit observed individual recorded as 'Zara Siingh' meeting associates near Surat Hub 154. Possible link to ongoing case activity.
SUR00161,CASE0014,2023-08-08 14:32:42,Ahmedabad Plaza 33,Field unit observed individual recorded as 'Zara Siingh' meeting associates near Patna Market 4. Possible link to ongoing case activity.
SUR00162,CASE0014,2023-09-16 16:24:47,Pune Market 17,Field unit observed individual recorded as 'Zara Siingh' meeting associates near Pune Colony 59. Possible link to ongoing case activity.
SUR00163,CASE0014,2023-02-10 08:00:21,Kochi Park 121,Field unit observed individual recorded as 'Sana Deesai' meeting associates near Nagpur Plaza 106. Possible link to ongoing case activity.
SUR00164,CASE0014,2024-02-11 23:52:53,Bhopal Hub 64,Field unit observed individual recorded as 'Sana Deesai' meeting associates near Mumbai Junction 88. Possible link to ongoing case activity.
SUR00165,CASE0014,2025-06-01 02:58:52,Jaipur Colony 56,Field unit observed individual recorded as 'Sana Deesai' meeting associates near Indore Tower 39. Possible link to ongoing case activity.
SUR00166,CASE0014,2023-07-09 22:57:32,Hyderabad Market 131,Field unit observed individual recorded as 'Suresh Menoon' meeting associates near Patna Hub 52. Possible link to ongoing case activity.
SUR00167,CASE0014,2025-12-05 17:34:07,Kochi Park 121,Field unit observed individual recorded as 'Suresh Menoon' meeting associates near Guwahati Colony 11. Possible link to ongoing case activity.
SUR00168,CASE0014,2023-07-13 02:35:54,Mumbai Junction 88,Field unit observed individual recorded as 'Suresh Menoon' meeting associates near Kochi Park 117. Possible link to ongoing case activity.
SUR00169,CASE0015,2023-06-26 08:49:11,Visakhapatnam Junction 110,Field unit observed individual recorded as 'Ananya Kapooe' meeting associates near Ahmedabad Tower 98. Possible link to ongoing case activity.
SUR00170,CASE0015,2024-03-24 20:35:37,Hyderabad Hub 16,Field unit observed individual recorded as 'Ananya Kapooe' meeting associates near Visakhapatnam Junction 21. Possible link to ongoing case activity.
SUR00171,CASE0015,2024-08-27 01:10:20,Delhi Junction 46,Field unit observed individual recorded as 'Ananya Kapooe' meeting associates near Indore Market 83. Possible link to ongoing case activity.
SUR00172,CASE0015,2024-02-01 18:11:53,Indore Market 93,Field unit observed individual recorded as 'Shreya Rae' meeting associates near Chennai Colony 69. Possible link to ongoing case activity.
SUR00173,CASE0015,2024-12-07 13:07:13,Chandigarh Tower 157,Field unit observed individual recorded as 'Shreya Rae' meeting associates near Surat Plaza 122. Possible link to ongoing case activity.
SUR00174,CASE0015,2023-08-05 06:44:48,Lucknow Junction 137,Field unit observed individual recorded as 'Shreya Rae' meeting associates near Delhi Junction 8. Possible link to ongoing case activity.
SUR00175,CASE0015,2023-08-29 13:07:24,Indore Market 83,Field unit observed individual recorded as 'Harish Meon' meeting associates near Kochi Colony 148. Possible link to ongoing case activity.
SUR00176,CASE0015,2024-06-24 09:03:33,Visakhapatnam Junction 110,Field unit observed individual recorded as 'Harish Meon' meeting associates near Kochi Market 28. Possible link to ongoing case activity.
SUR00177,CASE0015,2024-08-31 12:37:29,Lucknow Junction 137,Field unit observed individual recorded as 'Harish Meon' meeting associates near Surat Hub 154. Possible link to ongoing case activity.
SUR00178,CASE0015,2025-11-06 15:05:42,Hyderabad Park 81,Field unit observed individual recorded as 'Kabir Meta' meeting associates near Chennai Hub 5. Possible link to ongoing case activity.
SUR00179,CASE0015,2023-06-14 11:30:01,Lucknow Park 79,Field unit observed individual recorded as 'Kabir Meta' meeting associates near Lucknow Plaza 142. Possible link to ongoing case activity.
SUR00180,CASE0015,2023-07-14 02:25:32,Hyderabad Hub 12,Field unit observed individual recorded as 'Kabir Meta' meeting associates near Chandigarh Junction 44. Possible link to ongoing case activity.
SUR00181,CASE0016,2024-05-30 09:18:28,Bhopal Plaza 160,Field unit observed individual recorded as 'Vikram Veram' meeting associates near Pune Colony 59. Possible link to ongoing case activity.
SUR00182,CASE0016,2023-07-02 19:03:53,Visakhapatnam Hub 38,Field unit observed individual recorded as 'Vikram Veram' meeting associates near Bhopal Park 68. Possible link to ongoing case activity.
SUR00183,CASE0016,2025-03-16 09:49:47,Surat Park 62,Field unit observed individual recorded as 'Vikram Veram' meeting associates near Lucknow Junction 137. Possible link to ongoing case activity.
SUR00184,CASE0016,2025-08-03 13:56:45,Patna Tower 13,Field unit observed individual recorded as 'Gopal Ansai' meeting associates near Ranchi Plaza 100. Possible link to ongoing case activity.
SUR00185,CASE0016,2025-09-06 07:06:56,Hyderabad Park 81,Field unit observed individual recorded as 'Gopal Ansai' meeting associates near Jaipur Plaza 78. Possible link to ongoing case activity.
SUR00186,CASE0016,2024-06-07 17:10:39,Nagpur Junction 116,Field unit observed individual recorded as 'Gopal Ansai' meeting associates near Guwahati Park 61. Possible link to ongoing case activity.
SUR00187,CASE0016,2024-02-28 06:04:48,Jaipur Market 31,Field unit observed individual recorded as 'Salman Daa' meeting associates near Jaipur Colony 56. Possible link to ongoing case activity.
SUR00188,CASE0016,2023-07-30 18:28:54,Guwahati Hub 60,Field unit observed individual recorded as 'Salman Daa' meeting associates near Visakhapatnam Hub 112. Possible link to ongoing case activity.
SUR00189,CASE0016,2024-08-15 02:14:36,Lucknow Park 19,Field unit observed individual recorded as 'Salman Daa' meeting associates near Kochi Plaza 107. Possible link to ongoing case activity.
SUR00190,CASE0016,2023-10-11 00:25:05,Bhopal Junction 58,Field unit observed individual recorded as 'Rohan Sigh' meeting associates near Surat Hub 9. Possible link to ongoing case activity.
SUR00191,CASE0016,2025-10-24 09:26:13,Lucknow Plaza 142,Field unit observed individual recorded as 'Rohan Sigh' meeting associates near Kolkata Park 18. Possible link to ongoing case activity.
SUR00192,CASE0016,2025-07-16 21:29:02,Kolkata Plaza 119,Field unit observed individual recorded as 'Rohan Sigh' meeting associates near Jaipur Colony 56. Possible link to ongoing case activity.
SUR00193,CASE0017,2024-02-29 23:18:45,Patna Market 70,Field unit observed individual recorded as 'Sneha Husain' meeting associates near Guwahati Park 61. Possible link to ongoing case activity.
SUR00194,CASE0017,2023-02-02 14:06:24,Pune Market 65,Field unit observed individual recorded as 'Sneha Husain' meeting associates near Surat Plaza 122. Possible link to ongoing case activity.
SUR00195,CASE0017,2023-05-20 23:52:19,Lucknow Park 79,Field unit observed individual recorded as 'Sneha Husain' meeting associates near Kolkata Junction 45. Possible link to ongoing case activity.
SUR00196,CASE0017,2023-01-18 19:42:03,Chandigarh Plaza 89,Field unit observed individual recorded as 'Ramesh Ansare' meeting associates near Visakhapatnam Junction 21. Possible link to ongoing case activity.
SUR00197,CASE0017,2023-10-27 23:23:02,Surat Park 155,Field unit observed individual recorded as 'Ramesh Ansare' meeting associates near Guwahati Plaza 92. Possible link to ongoing case activity.
SUR00198,CASE0017,2024-03-18 21:53:42,Nagpur Hub 26,Field unit observed individual recorded as 'Ramesh Ansare' meeting associates near Kolkata Tower 75. Possible link to ongoing case activity.
SUR00199,CASE0017,2023-07-02 07:13:54,Indore Market 23,Field unit observed individual recorded as 'Fatima Day' meeting associates near Visakhapatnam Junction 21. Possible link to ongoing case activity.
SUR00200,CASE0017,2023-08-21 13:52:29,Indore Market 136,Field unit observed individual recorded as 'Fatima Day' meeting associates near Bengaluru Tower 66. Possible link to ongoing case activity.
SUR00201,CASE0017,2023-08-17 16:00:03,Delhi Hub 82,Field unit observed individual recorded as 'Fatima Day' meeting associates near Nagpur Plaza 106. Possible link to ongoing case activity.
SUR00202,CASE0017,2024-09-05 07:38:03,Kolkata Junction 45,Field unit observed individual recorded as 'Lakshmi Iyre' meeting associates near Surat Park 62. Possible link to ongoing case activity.
SUR00203,CASE0017,2023-07-29 00:59:33,Nagpur Tower 104,Field unit observed individual recorded as 'Lakshmi Iyre' meeting associates near Lucknow Junction 137. Possible link to ongoing case activity.
SUR00204,CASE0017,2024-10-11 19:46:35,Nagpur Junction 37,Field unit observed individual recorded as 'Lakshmi Iyre' meeting associates near Ranchi Park 95. Possible link to ongoing case activity.
SUR00205,CASE0018,2023-07-28 17:23:37,Kochi Tower 126,Field unit observed individual recorded as 'Rizwan Patle' meeting associates near Kochi Park 115. Possible link to ongoing case activity.
SUR00206,CASE0018,2023-05-09 13:42:37,Lucknow Plaza 142,Field unit observed individual recorded as 'Rizwan Patle' meeting associates near Surat Tower 108. Possible link to ongoing case activity.
SUR00207,CASE0018,2025-06-27 19:15:32,Delhi Colony 133,Field unit observed individual recorded as 'Rizwan Patle' meeting associates near Nagpur Plaza 106. Possible link to ongoing case activity.
SUR00208,CASE0018,2023-06-22 18:46:16,Jaipur Colony 114,Field unit observed individual recorded as 'Sneha Mkherjee' meeting associates near Kolkata Colony 127. Possible link to ongoing case activity.
SUR00209,CASE0018,2024-10-17 21:45:46,Delhi Junction 46,Field unit observed individual recorded as 'Sneha Mkherjee' meeting associates near Nagpur Tower 104. Possible link to ongoing case activity.
SUR00210,CASE0018,2023-03-24 20:19:51,Chandigarh Tower 157,Field unit observed individual recorded as 'Sneha Mkherjee' meeting associates near Pune Market 65. Possible link to ongoing case activity.
SUR00211,CASE0018,2025-11-19 06:30:03,Lucknow Park 79,Field unit observed individual recorded as 'Zara Shara' meeting associates near Ranchi Park 95. Possible link to ongoing case activity.
SUR00212,CASE0018,2024-01-17 22:10:38,Kochi Park 121,Field unit observed individual recorded as 'Zara Shara' meeting associates near Surat Hub 154. Possible link to ongoing case activity.
SUR00213,CASE0018,2024-07-30 22:52:59,Nagpur Hub 103,Field unit observed individual recorded as 'Zara Shara' meeting associates near Guwahati Junction 159. Possible link to ongoing case activity.
SUR00214,CASE0018,2024-09-07 08:52:50,Kolkata Park 15,Field unit observed individual recorded as 'Fatima Menoe' meeting associates near Nagpur Tower 104. Possible link to ongoing case activity.
SUR00215,CASE0018,2025-07-26 21:49:17,Nagpur Junction 37,Field unit observed individual recorded as 'Fatima Menoe' meeting associates near Kochi Tower 144. Possible link to ongoing case activity.
SUR00216,CASE0018,2023-01-30 10:25:43,Lucknow Park 79,Field unit observed individual recorded as 'Fatima Menoe' meeting associates near Jaipur Market 31. Possible link to ongoing case activity.
SUR00217,CASE0019,2024-12-27 00:26:24,Kolkata Hub 143,Field unit observed individual recorded as 'Reyansh iMrza' meeting associates near Kolkata Junction 45. Possible link to ongoing case activity.
SUR00218,CASE0019,2025-02-20 16:23:30,Jaipur Market 31,Field unit observed individual recorded as 'Reyansh iMrza' meeting associates near Nagpur Hub 103. Possible link to ongoing case activity.
SUR00219,CASE0019,2023-01-19 07:53:04,Patna Market 67,Field unit observed individual recorded as 'Reyansh iMrza' meeting associates near Kolkata Tower 30. Possible link to ongoing case activity.
SUR00220,CASE0019,2025-07-05 21:24:18,Indore Park 109,Field unit observed individual recorded as 'Fatima Mukhrjee' meeting associates near Patna Market 70. Possible link to ongoing case activity.
SUR00221,CASE0019,2025-11-07 10:49:36,Guwahati Colony 11,Field unit observed individual recorded as 'Fatima Mukhrjee' meeting associates near Kolkata Tower 75. Possible link to ongoing case activity.
SUR00222,CASE0019,2025-05-28 15:26:48,Visakhapatnam Tower 124,Field unit observed individual recorded as 'Fatima Mukhrjee' meeting associates near Guwahati Colony 11. Possible link to ongoing case activity.
SUR00223,CASE0019,2023-12-31 22:37:21,Lucknow Park 79,Field unit observed individual recorded as 'Diya Patl' meeting associates near Pune Junction 25. Possible link to ongoing case activity.
SUR00224,CASE0019,2023-01-05 08:46:48,Surat Park 62,Field unit observed individual recorded as 'Diya Patl' meeting associates near Kolkata Park 18. Possible link to ongoing case activity.
SUR00225,CASE0019,2023-06-06 15:33:35,Lucknow Park 19,Field unit observed individual recorded as 'Diya Patl' meeting associates near Ranchi Park 95. Possible link to ongoing case activity.
SUR00226,CASE0019,2025-09-17 13:30:28,Visakhapatnam Tower 124,Field unit observed individual recorded as 'Kavya Kapooor' meeting associates near Visakhapatnam Tower 14. Possible link to ongoing case activity.
SUR00227,CASE0019,2023-04-19 01:34:00,Mumbai Hub 138,Field unit observed individual recorded as 'Kavya Kapooor' meeting associates near Guwahati Plaza 57. Possible link to ongoing case activity.
SUR00228,CASE0019,2023-01-20 01:40:46,Kochi Park 121,Field unit observed individual recorded as 'Kavya Kapooor' meeting associates near Nagpur Tower 130. Possible link to ongoing case activity.
SUR00229,CASE0020,2025-12-20 08:07:02,Kochi Plaza 107,Field unit observed individual recorded as 'Gopal Desaai' meeting associates near Delhi Hub 3. Possible link to ongoing case activity.
SUR00230,CASE0020,2023-10-13 21:31:42,Delhi Junction 8,Field unit observed individual recorded as 'Gopal Desaai' meeting associates near Kolkata Colony 127. Possible link to ongoing case activity.
SUR00231,CASE0020,2024-10-24 11:30:39,Nagpur Junction 37,Field unit observed individual recorded as 'Gopal Desaai' meeting associates near Visakhapatnam Colony 72. Possible link to ongoing case activity.
SUR00232,CASE0020,2024-01-05 07:25:33,Hyderabad Hub 16,Field unit observed individual recorded as 'Kiran MMirza' meeting associates near Lucknow Colony 149. Possible link to ongoing case activity.
SUR00233,CASE0020,2024-09-26 01:15:15,Lucknow Colony 29,Field unit observed individual recorded as 'Kiran MMirza' meeting associates near Nagpur Junction 37. Possible link to ongoing case activity.
SUR00234,CASE0020,2024-12-16 02:54:07,Bhopal Junction 58,Field unit observed individual recorded as 'Kiran MMirza' meeting associates near Kolkata Tower 75. Possible link to ongoing case activity.
SUR00235,CASE0020,2025-07-19 16:23:58,Nagpur Colony 80,Field unit observed individual recorded as 'Vikram Mukherjeee' meeting associates near Bhopal Plaza 160. Possible link to ongoing case activity.
SUR00236,CASE0020,2024-04-08 15:32:37,Surat Hub 20,Field unit observed individual recorded as 'Vikram Mukherjeee' meeting associates near Kolkata Hub 143. Possible link to ongoing case activity.
SUR00237,CASE0020,2024-03-24 19:22:47,Patna Colony 77,Field unit observed individual recorded as 'Vikram Mukherjeee' meeting associates near Bengaluru Market 43. Possible link to ongoing case activity.
SUR00238,CASE0020,2025-11-15 19:55:17,Pune Tower 71,Field unit observed individual recorded as 'Ishaan Ala' meeting associates near Lucknow Colony 149. Possible link to ongoing case activity.
SUR00239,CASE0020,2025-09-16 17:52:16,Delhi Hub 82,Field unit observed individual recorded as 'Ishaan Ala' meeting associates near Bhopal Junction 58. Possible link to ongoing case activity.
SUR00240,CASE0020,2024-11-14 11:26:27,Guwahati Colony 11,Field unit observed individual recorded as 'Ishaan Ala' meeting associates near Ranchi Park 95. Possible link to ongoing case activity.
SUR00241,CASE0021,2024-08-25 21:32:52,Mumbai Junction 88,Field unit observed individual recorded as 'Neha Joshe' meeting associates near Delhi Hub 3. Possible link to ongoing case activity.
SUR00242,CASE0021,2023-03-15 19:47:13,Lucknow Park 53,Field unit observed individual recorded as 'Neha Joshe' meeting associates near Visakhapatnam Junction 21. Possible link to ongoing case activity.
SUR00243,CASE0021,2023-09-23 19:49:53,Chandigarh Market 54,Field unit observed individual recorded as 'Neha Joshe' meeting associates near Chennai Park 96. Possible link to ongoing case activity.
SUR00244,CASE0021,2023-12-25 05:27:13,Visakhapatnam Hub 112,Field unit observed individual recorded as 'Arjun Menonn' meeting associates near Surat Tower 108. Possible link to ongoing case activity.
SUR00245,CASE0021,2023-09-01 05:33:13,Delhi Hub 82,Field unit observed individual recorded as 'Arjun Menonn' meeting associates near Pune Colony 59. Possible link to ongoing case activity.
SUR00246,CASE0021,2025-08-17 13:14:44,Bhopal Colony 97,Field unit observed individual recorded as 'Arjun Menonn' meeting associates near Kochi Tower 126. Possible link to ongoing case activity.
SUR00247,CASE0021,2023-08-17 10:45:08,Jaipur Colony 56,Field unit observed individual recorded as 'Neha Gputa' meeting associates near Bhopal Junction 151. Possible link to ongoing case activity.
SUR00248,CASE0021,2024-05-24 19:20:32,Nagpur Junction 51,Field unit observed individual recorded as 'Neha Gputa' meeting associates near Indore Hub 2. Possible link to ongoing case activity.
SUR00249,CASE0021,2023-08-18 08:39:32,Lucknow Park 19,Field unit observed individual recorded as 'Neha Gputa' meeting associates near Mumbai Junction 88. Possible link to ongoing case activity.
SUR00250,CASE0021,2023-10-17 01:00:29,Surat Plaza 40,Field unit observed individual recorded as 'Reyansh Naiik' meeting associates near Mumbai Hub 55. Possible link to ongoing case activity.
SUR00251,CASE0021,2025-07-09 11:25:29,Guwahati Hub 60,Field unit observed individual recorded as 'Reyansh Naiik' meeting associates near Kochi Market 28. Possible link to ongoing case activity.
SUR00252,CASE0021,2024-06-09 15:49:04,Chennai Colony 153,Field unit observed individual recorded as 'Reyansh Naiik' meeting associates near Visakhapatnam Junction 21. Possible link to ongoing case activity.
SUR00253,CASE0022,2023-12-05 10:44:23,Nagpur Colony 80,Field unit observed individual recorded as 'Vinod Kapor' meeting associates near Surat Market 150. Possible link to ongoing case activity.
SUR00254,CASE0022,2024-04-01 13:34:57,Hyderabad Park 81,Field unit observed individual recorded as 'Vinod Kapor' meeting associates near Guwahati Park 158. Possible link to ongoing case activity.
SUR00255,CASE0022,2023-03-07 20:13:31,Visakhapatnam Market 84,Field unit observed individual recorded as 'Vinod Kapor' meeting associates near Mumbai Hub 55. Possible link to ongoing case activity.
SUR00256,CASE0022,2025-09-25 15:27:08,Patna Market 70,Field unit observed individual recorded as 'Amit Iyea' meeting associates near Hyderabad Colony 145. Possible link to ongoing case activity.
SUR00257,CASE0022,2025-08-02 10:23:32,Kolkata Park 15,Field unit observed individual recorded as 'Amit Iyea' meeting associates near Pune Tower 71. Possible link to ongoing case activity.
SUR00258,CASE0022,2025-07-29 01:16:54,Lucknow Colony 87,Field unit observed individual recorded as 'Amit Iyea' meeting associates near Jaipur Market 31. Possible link to ongoing case activity.
SUR00259,CASE0022,2023-06-24 23:50:48,Delhi Hub 3,Field unit observed individual recorded as 'Ashok Mukhrejee' meeting associates near Visakhapatnam Junction 21. Possible link to ongoing case activity.
SUR00260,CASE0022,2023-01-11 14:05:07,Lucknow Plaza 142,Field unit observed individual recorded as 'Ashok Mukhrejee' meeting associates near Guwahati Park 158. Possible link to ongoing case activity.
SUR00261,CASE0022,2025-04-09 21:45:15,Kolkata Plaza 119,Field unit observed individual recorded as 'Ashok Mukhrejee' meeting associates near Bengaluru Market 43. Possible link to ongoing case activity.
SUR00262,CASE0022,2024-06-29 09:32:45,Guwahati Junction 159,Field unit observed individual recorded as 'Ramesh Menoi' meeting associates near Lucknow Park 79. Possible link to ongoing case activity.
SUR00263,CASE0022,2024-11-29 11:02:27,Pune Junction 25,Field unit observed individual recorded as 'Ramesh Menoi' meeting associates near Patna Hub 52. Possible link to ongoing case activity.
SUR00264,CASE0022,2025-02-05 14:52:27,Visakhapatnam Market 50,Field unit observed individual recorded as 'Ramesh Menoi' meeting associates near Guwahati Plaza 152. Possible link to ongoing case activity.
SUR00265,CASE0023,2024-05-08 06:17:16,Kolkata Tower 30,Field unit observed individual recorded as 'Manoj Redy' meeting associates near Guwahati Park 158. Possible link to ongoing case activity.
SUR00266,CASE0023,2024-06-26 11:21:41,Nagpur Plaza 106,Field unit observed individual recorded as 'Manoj Redy' meeting associates near Indore Market 83. Possible link to ongoing case activity.
SUR00267,CASE0023,2024-03-06 12:51:55,Guwahati Plaza 92,Field unit observed individual recorded as 'Manoj Redy' meeting associates near Bengaluru Tower 105. Possible link to ongoing case activity.
SUR00268,CASE0023,2024-06-26 15:10:50,Nagpur Tower 104,Field unit observed individual recorded as 'Lakshmi Ptael' meeting associates near Ahmedabad Tower 98. Possible link to ongoing case activity.
SUR00269,CASE0023,2023-07-10 05:33:16,Bhopal Plaza 160,Field unit observed individual recorded as 'Lakshmi Ptael' meeting associates near Kolkata Colony 127. Possible link to ongoing case activity.
SUR00270,CASE0023,2023-10-28 00:21:37,Kochi Colony 148,Field unit observed individual recorded as 'Lakshmi Ptael' meeting associates near Bhopal Plaza 160. Possible link to ongoing case activity.
SUR00271,CASE0023,2023-04-10 22:21:26,Visakhapatnam Hub 123,Field unit observed individual recorded as 'Vikram Ala' meeting associates near Hyderabad Plaza 102. Possible link to ongoing case activity.
SUR00272,CASE0023,2025-10-17 12:45:14,Lucknow Colony 87,Field unit observed individual recorded as 'Vikram Ala' meeting associates near Visakhapatnam Plaza 120. Possible link to ongoing case activity.
SUR00273,CASE0023,2023-01-07 02:50:06,Visakhapatnam Tower 124,Field unit observed individual recorded as 'Vikram Ala' meeting associates near Kochi Park 115. Possible link to ongoing case activity.
SUR00274,CASE0023,2023-05-30 16:21:59,Kolkata Junction 45,Field unit observed individual recorded as 'Rohan Sharmma' meeting associates near Chandigarh Hub 1. Possible link to ongoing case activity.
SUR00275,CASE0023,2023-03-19 10:10:51,Delhi Park 49,Field unit observed individual recorded as 'Rohan Sharmma' meeting associates near Visakhapatnam Junction 34. Possible link to ongoing case activity.
SUR00276,CASE0023,2024-07-25 10:12:26,Ranchi Market 132,Field unit observed individual recorded as 'Rohan Sharmma' meeting associates near Ahmedabad Tower 98. Possible link to ongoing case activity.
SUR00277,CASE0024,2023-03-09 06:29:37,Guwahati Plaza 57,Field unit observed individual recorded as 'Meera Naiy' meeting associates near Kolkata Hub 143. Possible link to ongoing case activity.
SUR00278,CASE0024,2025-04-12 02:12:53,Lucknow Colony 87,Field unit observed individual recorded as 'Meera Naiy' meeting associates near Nagpur Junction 116. Possible link to ongoing case activity.
SUR00279,CASE0024,2024-11-16 21:02:35,Ahmedabad Plaza 33,Field unit observed individual recorded as 'Meera Naiy' meeting associates near Kochi Plaza 107. Possible link to ongoing case activity.
SUR00280,CASE0024,2023-11-30 16:36:15,Delhi Park 49,Field unit observed individual recorded as 'Pallavi Kmuar' meeting associates near Bhopal Colony 97. Possible link to ongoing case activity.
SUR00281,CASE0024,2023-02-11 20:03:04,Indore Park 109,Field unit observed individual recorded as 'Pallavi Kmuar' meeting associates near Visakhapatnam Market 50. Possible link to ongoing case activity.
SUR00282,CASE0024,2024-06-19 15:15:04,Kochi Colony 148,Field unit observed individual recorded as 'Pallavi Kmuar' meeting associates near Hyderabad Colony 145. Possible link to ongoing case activity.
SUR00283,CASE0024,2024-11-11 20:37:53,Patna Market 4,Field unit observed individual recorded as 'Shreya Mehat' meeting associates near Ahmedabad Plaza 35. Possible link to ongoing case activity.
SUR00284,CASE0024,2023-12-09 17:20:08,Nagpur Hub 26,Field unit observed individual recorded as 'Shreya Mehat' meeting associates near Nagpur Hub 118. Possible link to ongoing case activity.
SUR00285,CASE0024,2024-05-28 15:58:53,Hyderabad Hub 12,Field unit observed individual recorded as 'Shreya Mehat' meeting associates near Indore Market 135. Possible link to ongoing case activity.
SUR00286,CASE0024,2024-05-12 23:31:16,Indore Hub 63,Field unit observed individual recorded as 'Sanjay eVrma' meeting associates near Hyderabad Tower 85. Possible link to ongoing case activity.
SUR00287,CASE0024,2023-07-30 05:20:32,Mumbai Plaza 27,Field unit observed individual recorded as 'Sanjay eVrma' meeting associates near Visakhapatnam Hub 112. Possible link to ongoing case activity.
SUR00288,CASE0024,2023-10-03 19:14:03,Ahmedabad Plaza 33,Field unit observed individual recorded as 'Sanjay eVrma' meeting associates near Kochi Colony 148. Possible link to ongoing case activity.
SUR00289,CASE0025,2024-12-18 13:01:36,Chandigarh Hub 1,Field unit observed individual recorded as 'Ashok Guptaa' meeting associates near Kolkata Tower 30. Possible link to ongoing case activity.
SUR00290,CASE0025,2025-10-17 20:45:21,Chennai Tower 24,Field unit observed individual recorded as 'Ashok Guptaa' meeting associates near Delhi Junction 147. Possible link to ongoing case activity.
SUR00291,CASE0025,2023-01-07 09:21:39,Nagpur Tower 130,Field unit observed individual recorded as 'Ashok Guptaa' meeting associates near Guwahati Colony 11. Possible link to ongoing case activity.
SUR00292,CASE0025,2025-07-20 21:00:52,Patna Colony 77,Field unit observed individual recorded as 'Arjun Iyerr' meeting associates near Lucknow Colony 149. Possible link to ongoing case activity.
SUR00293,CASE0025,2025-09-24 05:31:02,Hyderabad Hub 12,Field unit observed individual recorded as 'Arjun Iyerr' meeting associates near Patna Hub 91. Possible link to ongoing case activity.
SUR00294,CASE0025,2023-05-16 09:32:42,Chennai Park 96,Field unit observed individual recorded as 'Arjun Iyerr' meeting associates near Chennai Tower 134. Possible link to ongoing case activity.
SUR00295,CASE0025,2025-03-23 02:56:32,Nagpur Tower 130,Field unit observed individual recorded as 'Rizwan Kapooor' meeting associates near Visakhapatnam Junction 34. Possible link to ongoing case activity.
SUR00296,CASE0025,2024-08-02 09:15:26,Nagpur Tower 130,Field unit observed individual recorded as 'Rizwan Kapooor' meeting associates near Kolkata Park 18. Possible link to ongoing case activity.
SUR00297,CASE0025,2023-10-15 07:02:12,Kolkata Park 15,Field unit observed individual recorded as 'Rizwan Kapooor' meeting associates near Chennai Colony 48. Possible link to ongoing case activity.
SUR00298,CASE0025,2024-05-23 01:55:46,Nagpur Tower 130,Field unit observed individual recorded as 'Suresh Naie' meeting associates near Nagpur Market 32. Possible link to ongoing case activity.
SUR00299,CASE0025,2025-09-27 08:39:40,Lucknow Park 19,Field unit observed individual recorded as 'Suresh Naie' meeting associates near Pune Tower 71. Possible link to ongoing case activity.
SUR00300,CASE0025,2023-06-14 15:56:32,Ranchi Colony 111,Field unit observed individual recorded as 'Suresh Naie' meeting associates near Ranchi Market 132. Possible link to ongoing case activity.
SUR00301,CASE0187,2023-10-06 08:24:56,Visakhapatnam Colony 72,Night movement detected between warehouse and secondary safe house location.
SUR00302,CASE0155,2025-12-11 21:16:57,Pune Colony 59,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00303,CASE0033,2023-10-28 02:48:30,Indore Market 23,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00304,CASE0035,2023-01-12 04:53:14,Hyderabad Tower 85,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00305,CASE0014,2024-04-10 14:27:00,Hyderabad Plaza 102,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00306,CASE0226,2024-04-05 04:13:42,Hyderabad Hub 12,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00307,CASE0177,2025-06-15 08:57:30,Mumbai Hub 76,Subject observed meeting two associates near commercial hub; duration forty minutes.
SUR00308,CASE0159,2024-02-05 16:51:28,Nagpur Junction 51,Night movement detected between warehouse and secondary safe house location.
SUR00309,CASE0127,2024-02-20 03:44:20,Kochi Tower 126,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00310,CASE0198,2025-01-23 11:34:39,Hyderabad Colony 145,Subject avoided main roads and used alternate route to destination.
SUR00311,CASE0133,2023-08-22 20:20:17,Surat Tower 108,Intelligence corroborates prior FIR allegations regarding fund movement.
SUR00312,CASE0222,2024-10-22 04:18:37,Surat Plaza 40,Night movement detected between warehouse and secondary safe house location.
SUR00313,CASE0083,2025-03-17 07:02:16,Visakhapatnam Market 50,Vehicle linked to case parked outside target premises for extended period.
SUR00314,CASE0176,2024-04-05 01:11:50,Surat Hub 9,Surveillance team lost visual contact near crowded market area for twelve minutes.
SUR00315,CASE0030,2025-11-30 23:22:55,Jaipur Colony 114,Vehicle linked to case parked outside target premises for extended period.
SUR00316,CASE0070,2025-01-20 07:06:35,Kolkata Junction 45,Subject avoided main roads and used alternate route to destination.
